Ticker,"Levels (PDH, PDL, PMH, PML)",Level Broken,Time At Level Break,Time at Level Retest,Entry Price & Time,Exit Reason & Time,Result
MES,"PDH:4100.0, PDL:4029.7500000000005, PMH:4081.0000000000005, PML:4034.7500000000005",PDL,2022-05-18 14:02:00,2022-05-18 14:12:00,3929.75 @ 2022-05-18 18:14:00,SL @ 2022-05-18 14:18:00,LOSS
MES,"PDH:4050.7500000000005, PDL:3908.2500000000005, PMH:3905.5000000000005, PML:3856.0000000000005",PMH,2022-05-19 09:32:00,2022-05-19 09:34:00,3922.75 @ 2022-05-19 13:36:00,SL @ 2022-05-19 09:44:00,LOSS
MNQ,"PDH:12459.25, PDL:11888.0, PMH:11910.0, PML:11704.25",PMH,2022-05-19 09:58:00,2022-05-19 10:00:00,12007.50 @ 2022-05-19 14:02:00,EMA_TRAIL (LOSS) @ 2022-05-19 10:30:00,LOSS
MES,"PDH:3953.7500000000005, PDL:3873.5000000000005, PMH:3961.5000000000005, PML:3929.2500000000005",PML,2022-05-20 09:34:00,2022-05-20 09:50:00,3930.50 @ 2022-05-20 13:52:00,TP @ 2022-05-20 10:50:00,WIN
MES,"PDH:3953.7500000000005, PDL:3873.5000000000005, PMH:3961.5000000000005, PML:3929.2500000000005",PDL,2022-05-20 14:00:00,2022-05-20 14:04:00,3827.00 @ 2022-05-20 18:06:00,EMA_TRAIL (LOSS) @ 2022-05-20 14:44:00,LOSS
MNQ,"PDH:12150.0, PDL:11795.5, PMH:12176.5, PML:12008.0",PDL,2022-05-20 14:00:00,2022-05-20 14:04:00,11552.75 @ 2022-05-20 18:06:00,EMA_TRAIL (LOSS) @ 2022-05-20 14:52:00,LOSS
MNQ,"PDH:12071.25, PDL:11491.25, PMH:12046.75, PML:11864.75",PML,2022-05-23 09:36:00,2022-05-23 09:58:00,11814.25 @ 2022-05-23 14:00:00,EMA_TRAIL (LOSS) @ 2022-05-23 10:30:00,LOSS
MNQ,"PDH:12071.25, PDL:11491.25, PMH:12046.75, PML:11864.75",PMH,2022-05-23 14:12:00,2022-05-23 14:18:00,12035.25 @ 2022-05-23 18:20:00,EMA_TRAIL (LOSS) @ 2022-05-23 14:50:00,LOSS
MES,"PDH:3990.0000000000005, PDL:3906.2500000000005, PMH:3950.0000000000005, PML:3911.0000000000005",PML,2022-05-24 09:58:00,2022-05-24 10:00:00,3904.25 @ 2022-05-24 14:02:00,EMA_TRAIL (LOSS) @ 2022-05-24 14:02:00,LOSS
MNQ,"PDH:12122.0, PDL:11783.75, PMH:11955.0, PML:11774.5",PML,2022-05-24 09:36:00,2022-05-24 09:40:00,11749.75 @ 2022-05-24 13:42:00,EMA_TRAIL (PROFIT) @ 2022-05-24 14:02:00,WIN
MNQ,"PDH:12122.0, PDL:11783.75, PMH:11955.0, PML:11774.5",PML,2022-05-24 14:12:00,2022-05-24 14:16:00,11728.50 @ 2022-05-24 18:18:00,EMA_TRAIL (LOSS) @ 2022-05-24 14:22:00,LOSS
MES,"PDH:3970.5000000000005, PDL:3871.7500000000005, PMH:3954.0000000000005, PML:3913.5000000000005",PMH,2022-05-25 09:44:00,2022-05-25 10:18:00,3960.00 @ 2022-05-25 14:20:00,TP @ 2022-05-25 10:34:00,WIN
MNQ,"PDH:11910.0, PDL:11576.25, PMH:11875.0, PML:11671.0",PMH,2022-05-25 14:04:00,2022-05-25 14:10:00,11873.75 @ 2022-05-25 18:12:00,TP @ 2022-05-25 14:54:00,WIN
MNQ,"PDH:11910.0, PDL:11576.25, PMH:11875.0, PML:11671.0",PDH,2022-05-25 14:56:00,2022-05-25 15:00:00,12042.25 @ 2022-05-25 19:02:00,EMA_TRAIL (LOSS) @ 2022-05-25 15:36:00,LOSS
MNQ,"PDH:12112.0, PDL:11708.0, PMH:12046.5, PML:11872.75",PMH,2022-05-26 09:40:00,2022-05-26 09:54:00,12114.00 @ 2022-05-26 13:56:00,TP @ 2022-05-26 10:14:00,WIN
MES,"PDH:4193.0, PDL:4166.0, PMH:4168.25, PML:4121.75",PML,2022-05-31 09:32:00,2022-05-31 09:36:00,4111.50 @ 2022-05-31 13:38:00,EMA_TRAIL (LOSS) @ 2022-05-31 10:20:00,LOSS
MNQ,"PDH:12870.0, PDL:12737.0, PMH:12784.25, PML:12595.0",PML,2022-05-31 09:34:00,2022-05-31 09:38:00,12546.00 @ 2022-05-31 13:40:00,EMA_TRAIL (LOSS) @ 2022-05-31 10:22:00,LOSS
MNQ,"PDH:12870.0, PDL:12737.0, PMH:12784.25, PML:12595.0",PDL,2022-05-31 14:38:00,2022-05-31 14:40:00,12691.00 @ 2022-05-31 18:42:00,EMA_TRAIL (LOSS) @ 2022-05-31 15:16:00,LOSS
MES,"PDH:4175.0, PDL:4102.75, PMH:4158.5, PML:4125.75",PMH,2022-06-01 09:30:00,2022-06-01 09:34:00,4163.25 @ 2022-06-01 13:36:00,SL @ 2022-06-01 09:44:00,LOSS
MES,"PDH:4175.0, PDL:4102.75, PMH:4158.5, PML:4125.75",PML,2022-06-01 10:12:00,2022-06-01 10:14:00,4113.00 @ 2022-06-01 14:16:00,EMA_TRAIL (PROFIT) @ 2022-06-01 14:02:00,WIN
MES,"PDH:4170.0, PDL:4071.5000000000005, PMH:4130.75, PML:4091.7500000000005",PML,2022-06-02 09:32:00,2022-06-02 09:34:00,4086.25 @ 2022-06-02 13:36:00,SL @ 2022-06-02 09:46:00,LOSS
MES,"PDH:4170.0, PDL:4071.5000000000005, PMH:4130.75, PML:4091.7500000000005",PML,2022-06-02 09:50:00,2022-06-02 09:52:00,4078.25 @ 2022-06-02 13:54:00,SL @ 2022-06-02 10:12:00,LOSS
MNQ,"PDH:12877.75, PDL:12454.75, PMH:12700.0, PML:12487.25",PMH,2022-06-02 14:00:00,2022-06-02 14:02:00,12877.00 @ 2022-06-02 18:04:00,EMA_TRAIL (LOSS) @ 2022-06-02 15:02:00,LOSS
MNQ,"PDH:12930.25, PDL:12442.25, PMH:12910.0, PML:12670.25",PML,2022-06-03 09:36:00,2022-06-03 09:40:00,12647.75 @ 2022-06-03 13:42:00,EMA_TRAIL (LOSS) @ 2022-06-03 09:58:00,LOSS
MES,"PDH:4181.0, PDL:4072.0000000000005, PMH:4176.75, PML:4125.0",PML,2022-06-03 10:20:00,2022-06-03 10:36:00,4116.25 @ 2022-06-03 14:38:00,EMA_TRAIL (PROFIT) @ 2022-06-03 14:14:00,WIN
MNQ,"PDH:12930.25, PDL:12442.25, PMH:12910.0, PML:12670.25",PML,2022-06-03 10:48:00,2022-06-03 10:50:00,12590.25 @ 2022-06-03 14:52:00,EMA_TRAIL (LOSS) @ 2022-06-03 14:28:00,LOSS
MNQ,"PDH:12790.0, PDL:12503.0, PMH:12821.0, PML:12703.0",PMH,2022-06-06 10:04:00,2022-06-06 10:06:00,12786.75 @ 2022-06-06 14:08:00,TP @ 2022-06-06 10:34:00,WIN
MES,"PDH:4146.0, PDL:4096.75, PMH:4172.0, PML:4144.0",PML,2022-06-06 14:00:00,2022-06-06 14:04:00,4134.25 @ 2022-06-06 18:06:00,EMA_TRAIL (LOSS) @ 2022-06-06 14:10:00,LOSS
MNQ,"PDH:12790.0, PDL:12503.0, PMH:12821.0, PML:12703.0",PML,2022-06-06 14:02:00,2022-06-06 14:08:00,12690.50 @ 2022-06-06 18:10:00,EMA_TRAIL (PROFIT) @ 2022-06-06 14:14:00,WIN
MES,"PDH:4200.0, PDL:4107.25, PMH:4112.0, PML:4075.7500000000005",PMH,2022-06-07 10:28:00,2022-06-07 10:30:00,4123.50 @ 2022-06-07 14:32:00,TP @ 2022-06-07 14:12:00,WIN
MNQ,"PDH:12886.0, PDL:12533.0, PMH:12645.0, PML:12425.75",PMH,2022-06-07 10:32:00,2022-06-07 10:34:00,12690.75 @ 2022-06-07 14:36:00,EMA_TRAIL (LOSS) @ 2022-06-07 14:44:00,LOSS
MNQ,"PDH:12800.0, PDL:12412.0, PMH:12800.0, PML:12631.0",PML,2022-06-08 14:34:00,2022-06-08 14:40:00,12627.00 @ 2022-06-08 18:42:00,EMA_TRAIL (LOSS) @ 2022-06-08 15:24:00,LOSS
MES,"PDH:4130.75, PDL:4014.7500000000005, PMH:4040.0000000000005, PML:3939.5000000000005",PML,2022-06-10 09:50:00,2022-06-10 09:52:00,3932.50 @ 2022-06-10 13:54:00,EMA_TRAIL (PROFIT) @ 2022-06-10 14:08:00,WIN
MNQ,"PDH:12750.0, PDL:12270.25, PMH:12404.0, PML:12000.0",PML,2022-06-10 09:32:00,2022-06-10 09:52:00,11960.75 @ 2022-06-10 13:54:00,EMA_TRAIL (PROFIT) @ 2022-06-10 14:18:00,WIN
MES,"PDH:4130.75, PDL:4014.7500000000005, PMH:4040.0000000000005, PML:3939.5000000000005",PML,2022-06-10 14:58:00,2022-06-10 15:00:00,3923.25 @ 2022-06-10 19:02:00,EMA_TRAIL (LOSS) @ 2022-06-10 15:12:00,LOSS
MES,"PDH:4130.75, PDL:4014.7500000000005, PMH:4040.0000000000005, PML:3939.5000000000005",PML,2022-06-10 15:28:00,2022-06-10 15:30:00,3928.00 @ 2022-06-10 19:32:00,EMA_TRAIL (LOSS) @ 2022-06-10 15:36:00,LOSS
MES,"PDH:3961.2500000000005, PDL:3895.0000000000005, PMH:3830.0000000000005, PML:3797.0000000000005",PML,2022-06-13 10:02:00,2022-06-13 10:10:00,3785.25 @ 2022-06-13 14:12:00,EMA_TRAIL (LOSS) @ 2022-06-13 14:02:00,LOSS
MNQ,"PDH:12120.0, PDL:11822.75, PMH:11625.25, PML:11434.0",PML,2022-06-13 14:02:00,2022-06-13 14:08:00,11422.50 @ 2022-06-13 18:10:00,SL @ 2022-06-13 14:24:00,LOSS
MNQ,"PDH:12120.0, PDL:11822.75, PMH:11625.25, PML:11434.0",PML,2022-06-13 14:28:00,2022-06-13 14:30:00,11371.50 @ 2022-06-13 18:32:00,SL @ 2022-06-13 15:16:00,LOSS
MES,"PDH:3961.2500000000005, PDL:3895.0000000000005, PMH:3830.0000000000005, PML:3797.0000000000005",PML,2022-06-13 14:42:00,2022-06-13 14:44:00,3782.75 @ 2022-06-13 18:46:00,TP @ 2022-06-13 15:50:00,WIN
MNQ,"PDH:11659.0, PDL:11254.5, PMH:11536.0, PML:11325.5",PML,2022-06-14 10:10:00,2022-06-14 10:12:00,11319.50 @ 2022-06-14 14:14:00,EMA_TRAIL (LOSS) @ 2022-06-14 10:48:00,LOSS
MES,"PDH:3827.0000000000005, PDL:3732.5000000000005, PMH:3797.7500000000005, PML:3753.2500000000005",PML,2022-06-14 09:50:00,2022-06-14 10:14:00,3751.50 @ 2022-06-14 14:16:00,EMA_TRAIL (LOSS) @ 2022-06-14 10:50:00,LOSS
MNQ,"PDH:11659.0, PDL:11254.5, PMH:11536.0, PML:11325.5",PML,2022-06-14 14:00:00,2022-06-14 14:02:00,11343.25 @ 2022-06-14 18:04:00,SL @ 2022-06-14 14:06:00,LOSS
MES,"PDH:3827.0000000000005, PDL:3732.5000000000005, PMH:3797.7500000000005, PML:3753.2500000000005",PML,2022-06-14 14:00:00,2022-06-14 14:10:00,3732.25 @ 2022-06-14 18:12:00,SL @ 2022-06-14 14:36:00,LOSS
MNQ,"PDH:11659.0, PDL:11254.5, PMH:11536.0, PML:11325.5",PML,2022-06-14 14:46:00,2022-06-14 14:48:00,11318.50 @ 2022-06-14 18:50:00,SL @ 2022-06-14 15:00:00,LOSS
MES,"PDH:3827.0000000000005, PDL:3732.5000000000005, PMH:3797.7500000000005, PML:3753.2500000000005",PDL,2022-06-14 14:50:00,2022-06-14 14:54:00,3723.50 @ 2022-06-14 18:56:00,SL @ 2022-06-14 15:04:00,LOSS
MES,"PDH:3785.5000000000005, PDL:3705.2500000000005, PMH:3793.0000000000005, PML:3748.7500000000005",PMH,2022-06-15 10:06:00,2022-06-15 10:20:00,3789.25 @ 2022-06-15 14:22:00,EMA_TRAIL (LOSS) @ 2022-06-15 10:32:00,LOSS
MES,"PDH:3785.5000000000005, PDL:3705.2500000000005, PMH:3793.0000000000005, PML:3748.7500000000005",PMH,2022-06-15 15:00:00,2022-06-15 15:08:00,3796.25 @ 2022-06-15 19:10:00,SL @ 2022-06-15 15:12:00,LOSS
MES,"PDH:3785.5000000000005, PDL:3705.2500000000005, PMH:3793.0000000000005, PML:3748.7500000000005",PMH,2022-06-15 15:20:00,2022-06-15 15:22:00,3825.75 @ 2022-06-15 19:24:00,SL @ 2022-06-15 15:50:00,LOSS
MNQ,"PDH:11520.75, PDL:11204.75, PMH:11636.75, PML:11365.5",PMH,2022-06-15 14:58:00,2022-06-15 15:06:00,11655.00 @ 2022-06-15 19:08:00,EMA_TRAIL (LOSS) @ 2022-06-15 15:54:00,LOSS
MNQ,"PDH:11859.75, PDL:11338.75, PMH:11489.0, PML:11233.0",PML,2022-06-16 10:16:00,2022-06-16 10:20:00,11202.75 @ 2022-06-16 14:22:00,SL @ 2022-06-16 10:24:00,LOSS
MNQ,"PDH:11859.75, PDL:11338.75, PMH:11489.0, PML:11233.0",PML,2022-06-16 10:42:00,2022-06-16 10:44:00,11122.25 @ 2022-06-16 14:46:00,EMA_TRAIL (LOSS) @ 2022-06-16 14:30:00,LOSS
MES,"PDH:3855.2500000000005, PDL:3720.0000000000005, PMH:3747.0000000000005, PML:3692.5000000000005",PML,2022-06-16 09:50:00,2022-06-16 09:52:00,3684.75 @ 2022-06-16 13:54:00,EMA_TRAIL (PROFIT) @ 2022-06-16 15:10:00,WIN
MNQ,"PDH:11398.25, PDL:11037.0, PMH:11383.0, PML:11124.0",PMH,2022-06-17 09:40:00,2022-06-17 09:46:00,11364.00 @ 2022-06-17 13:48:00,EMA_TRAIL (LOSS) @ 2022-06-17 10:02:00,LOSS
MES,"PDH:3726.0000000000005, PDL:3638.75, PMH:3729.7500000000005, PML:3665.2500000000005",PML,2022-06-17 10:40:00,2022-06-17 10:42:00,3651.00 @ 2022-06-17 14:44:00,SL @ 2022-06-17 11:00:00,LOSS
MNQ,"PDH:11497.0, PDL:11333.0, PMH:11614.5, PML:11442.25",PMH,2022-06-21 09:34:00,2022-06-21 09:36:00,11578.50 @ 2022-06-21 13:38:00,TP @ 2022-06-21 09:58:00,WIN
MES,"PDH:3740.0000000000005, PDL:3697.2500000000005, PMH:3763.0000000000005, PML:3725.2500000000005",PMH,2022-06-21 09:54:00,2022-06-21 09:56:00,3803.75 @ 2022-06-21 13:58:00,EMA_TRAIL (LOSS) @ 2022-06-21 14:02:00,LOSS
MES,"PDH:3820.0000000000005, PDL:3735.0000000000005, PMH:3751.0000000000005, PML:3693.2500000000005",PMH,2022-06-22 09:44:00,2022-06-22 09:46:00,3757.50 @ 2022-06-22 13:48:00,TP @ 2022-06-22 14:08:00,WIN
MNQ,"PDH:11834.5, PDL:11543.0, PMH:11930.0, PML:11812.5",PMH,2022-06-24 09:32:00,2022-06-24 09:34:00,11910.00 @ 2022-06-24 13:36:00,TP @ 2022-06-24 09:40:00,WIN
MES,"PDH:3938.0000000000005, PDL:3830.7500000000005, PMH:3980.2500000000005, PML:3918.5000000000005",PML,2022-06-27 09:44:00,2022-06-27 09:46:00,3897.25 @ 2022-06-27 13:48:00,SL @ 2022-06-27 10:02:00,LOSS
MNQ,"PDH:12204.75, PDL:11838.5, PMH:12326.0, PML:12147.5",PML,2022-06-27 10:06:00,2022-06-27 10:08:00,12056.75 @ 2022-06-27 14:10:00,EMA_TRAIL (LOSS) @ 2022-06-27 10:50:00,LOSS
MES,"PDH:3938.0000000000005, PDL:3830.7500000000005, PMH:3980.2500000000005, PML:3918.5000000000005",PML,2022-06-27 14:00:00,2022-06-27 14:04:00,3900.75 @ 2022-06-27 18:06:00,EMA_TRAIL (LOSS) @ 2022-06-27 14:12:00,LOSS
MES,"PDH:3938.0000000000005, PDL:3830.7500000000005, PMH:3980.2500000000005, PML:3918.5000000000005",PML,2022-06-27 14:20:00,2022-06-27 14:22:00,3904.50 @ 2022-06-27 18:24:00,SL @ 2022-06-27 14:28:00,LOSS
MES,"PDH:3945.0000000000005, PDL:3892.5000000000005, PMH:3945.2500000000005, PML:3910.2500000000005",PMH,2022-06-28 09:42:00,2022-06-28 09:44:00,3941.75 @ 2022-06-28 13:46:00,TP @ 2022-06-28 09:48:00,WIN
MES,"PDH:3945.0000000000005, PDL:3892.5000000000005, PMH:3945.2500000000005, PML:3910.2500000000005",PML,2022-06-28 10:34:00,2022-06-28 10:48:00,3898.50 @ 2022-06-28 14:50:00,TP @ 2022-06-28 14:00:00,WIN
MES,"PDH:3945.0000000000005, PDL:3892.5000000000005, PMH:3945.2500000000005, PML:3910.2500000000005",PDL,2022-06-28 14:02:00,2022-06-28 14:04:00,3844.75 @ 2022-06-28 18:06:00,EMA_TRAIL (LOSS) @ 2022-06-28 14:58:00,LOSS
MNQ,"PDH:12234.0, PDL:11664.25, PMH:11856.0, PML:11616.0",PML,2022-06-29 09:42:00,2022-06-29 09:44:00,11613.25 @ 2022-06-29 13:46:00,SL @ 2022-06-29 09:48:00,LOSS
MES,"PDH:3980.2500000000005, PDL:3822.2500000000005, PMH:3855.5000000000005, PML:3811.2500000000005",PDL,2022-06-29 14:40:00,2022-06-29 14:48:00,3818.00 @ 2022-06-29 18:50:00,SL @ 2022-06-29 14:52:00,LOSS
MES,"PDH:3856.2500000000005, PDL:3801.2500000000005, PMH:3815.0000000000005, PML:3760.2500000000005",PML,2022-06-30 10:02:00,2022-06-30 10:06:00,3745.50 @ 2022-06-30 14:08:00,EMA_TRAIL (LOSS) @ 2022-06-30 10:26:00,LOSS
MES,"PDH:3856.2500000000005, PDL:3801.2500000000005, PMH:3815.0000000000005, PML:3760.2500000000005",PML,2022-06-30 10:38:00,2022-06-30 10:40:00,3754.75 @ 2022-06-30 14:42:00,SL @ 2022-06-30 10:52:00,LOSS
MNQ,"PDH:11815.75, PDL:11564.0, PMH:11680.0, PML:11461.5",PDL,2022-06-30 14:42:00,2022-06-30 14:48:00,11557.00 @ 2022-06-30 18:50:00,SL @ 2022-06-30 14:52:00,LOSS
MNQ,"PDH:11815.75, PDL:11564.0, PMH:11680.0, PML:11461.5",PDL,2022-06-30 15:04:00,2022-06-30 15:08:00,11495.25 @ 2022-06-30 19:10:00,SL @ 2022-06-30 15:22:00,LOSS
MNQ,"PDH:11750.0, PDL:11350.75, PMH:11591.25, PML:11412.25",PMH,2022-07-01 09:50:00,2022-07-01 09:52:00,11648.50 @ 2022-07-01 13:54:00,EMA_TRAIL (LOSS) @ 2022-07-01 10:12:00,LOSS
MNQ,"PDH:11750.0, PDL:11350.75, PMH:11591.25, PML:11412.25",PMH,2022-07-01 14:30:00,2022-07-01 14:32:00,11561.50 @ 2022-07-01 18:34:00,TP @ 2022-07-01 14:50:00,WIN
MES,"PDH:3830.0000000000005, PDL:3805.5000000000005, PMH:3848.0000000000005, PML:3772.0000000000005",PML,2022-07-05 09:48:00,2022-07-05 09:50:00,3754.00 @ 2022-07-05 13:52:00,SL @ 2022-07-05 10:36:00,LOSS
MNQ,"PDH:11639.0, PDL:11531.25, PMH:11700.25, PML:11431.75",PMH,2022-07-05 14:24:00,2022-07-05 14:30:00,11731.00 @ 2022-07-05 18:32:00,TP @ 2022-07-05 14:38:00,WIN
MNQ,"PDH:11877.0, PDL:11388.75, PMH:11902.75, PML:11728.25",PMH,2022-07-06 10:06:00,2022-07-06 10:42:00,11916.00 @ 2022-07-06 14:44:00,EMA_TRAIL (LOSS) @ 2022-07-06 10:50:00,LOSS
MNQ,"PDH:11877.0, PDL:11388.75, PMH:11902.75, PML:11728.25",PMH,2022-07-06 14:28:00,2022-07-06 14:30:00,11900.00 @ 2022-07-06 18:32:00,TP @ 2022-07-06 15:36:00,WIN
MES,"PDH:3865.0000000000005, PDL:3743.7500000000005, PMH:3866.5000000000005, PML:3814.7500000000005",PDH,2022-07-06 15:02:00,2022-07-06 15:10:00,3875.50 @ 2022-07-06 19:12:00,EMA_TRAIL (LOSS) @ 2022-07-06 15:50:00,LOSS
MES,"PDH:3895.0000000000005, PDL:3811.5000000000005, PMH:3902.0000000000005, PML:3849.2500000000005",PMH,2022-07-07 14:36:00,2022-07-07 14:44:00,3902.00 @ 2022-07-07 18:46:00,EMA_TRAIL (LOSS) @ 2022-07-07 14:50:00,LOSS
MES,"PDH:3895.0000000000005, PDL:3811.5000000000005, PMH:3902.0000000000005, PML:3849.2500000000005",PMH,2022-07-07 14:54:00,2022-07-07 14:56:00,3904.25 @ 2022-07-07 18:58:00,TP @ 2022-07-07 15:12:00,WIN
MNQ,"PDH:12250.0, PDL:11918.25, PMH:12204.0, PML:11952.75",PMH,2022-07-08 15:38:00,2022-07-08 15:40:00,12165.50 @ 2022-07-08 19:42:00,EMA_TRAIL (LOSS) @ 2022-07-08 15:46:00,LOSS
MES,"PDH:3955.5000000000005, PDL:3871.5000000000005, PMH:3919.0000000000005, PML:3869.5000000000005",PML,2022-07-11 09:36:00,2022-07-11 09:38:00,3858.50 @ 2022-07-11 13:40:00,SL @ 2022-07-11 14:06:00,LOSS
MES,"PDH:3955.5000000000005, PDL:3871.5000000000005, PMH:3919.0000000000005, PML:3869.5000000000005",PDL,2022-07-11 14:46:00,2022-07-11 14:48:00,3864.75 @ 2022-07-11 18:50:00,SL @ 2022-07-11 15:06:00,LOSS
MNQ,"PDH:12122.75, PDL:11853.0, PMH:12022.5, PML:11786.25",PML,2022-07-12 15:12:00,2022-07-12 15:16:00,11847.75 @ 2022-07-12 19:18:00,TP @ 2022-07-12 15:20:00,WIN
MES,"PDH:3850.5000000000005, PDL:3760.5000000000005, PMH:3799.5000000000005, PML:3738.7500000000005",PML,2022-07-14 10:00:00,2022-07-14 10:02:00,3727.00 @ 2022-07-14 14:04:00,EMA_TRAIL (LOSS) @ 2022-07-14 10:22:00,LOSS
MNQ,"PDH:12159.5, PDL:11522.5, PMH:11860.0, PML:11601.25",PML,2022-07-14 10:52:00,2022-07-14 10:54:00,11576.00 @ 2022-07-14 14:56:00,SL @ 2022-07-14 14:00:00,LOSS
MES,"PDH:3850.5000000000005, PDL:3760.5000000000005, PMH:3799.5000000000005, PML:3738.7500000000005",PMH,2022-07-14 14:34:00,2022-07-14 14:54:00,3810.00 @ 2022-07-14 18:56:00,EMA_TRAIL (LOSS) @ 2022-07-14 15:08:00,LOSS
MNQ,"PDH:12159.5, PDL:11522.5, PMH:11860.0, PML:11601.25",PMH,2022-07-14 14:22:00,2022-07-14 14:34:00,11816.25 @ 2022-07-14 18:36:00,EMA_TRAIL (LOSS) @ 2022-07-14 15:36:00,LOSS
MES,"PDH:3817.0000000000005, PDL:3723.7500000000005, PMH:3857.7500000000005, PML:3785.5000000000005",PMH,2022-07-15 10:18:00,2022-07-15 10:22:00,3866.00 @ 2022-07-15 14:24:00,EMA_TRAIL (LOSS) @ 2022-07-15 14:06:00,LOSS
MES,"PDH:3817.0000000000005, PDL:3723.7500000000005, PMH:3857.7500000000005, PML:3785.5000000000005",PMH,2022-07-15 14:40:00,2022-07-15 14:44:00,3861.50 @ 2022-07-15 18:46:00,EMA_TRAIL (LOSS) @ 2022-07-15 14:58:00,LOSS
MES,"PDH:3817.0000000000005, PDL:3723.7500000000005, PMH:3857.7500000000005, PML:3785.5000000000005",PMH,2022-07-15 15:04:00,2022-07-15 15:06:00,3860.00 @ 2022-07-15 19:08:00,EMA_TRAIL (LOSS) @ 2022-07-15 15:14:00,LOSS
MES,"PDH:3817.0000000000005, PDL:3723.7500000000005, PMH:3857.7500000000005, PML:3785.5000000000005",PMH,2022-07-15 15:32:00,2022-07-15 15:42:00,3858.00 @ 2022-07-15 19:44:00,EMA_TRAIL (LOSS) @ 2022-07-15 15:48:00,LOSS
MES,"PDH:3942.0000000000005, PDL:3820.0000000000005, PMH:3894.2500000000005, PML:3839.0000000000005",PMH,2022-07-19 10:10:00,2022-07-19 10:16:00,3900.00 @ 2022-07-19 14:18:00,TP @ 2022-07-19 14:02:00,WIN
MNQ,"PDH:12290.0, PDL:11857.75, PMH:12133.0, PML:11912.25",PDH,2022-07-19 14:00:00,2022-07-19 14:04:00,12277.00 @ 2022-07-19 18:06:00,EMA_TRAIL (LOSS) @ 2022-07-19 14:32:00,LOSS
MES,"PDH:3942.0000000000005, PDL:3820.0000000000005, PMH:3894.2500000000005, PML:3839.0000000000005",PDH,2022-07-19 14:34:00,2022-07-19 14:40:00,3931.75 @ 2022-07-19 18:42:00,EMA_TRAIL (LOSS) @ 2022-07-19 14:46:00,LOSS
MNQ,"PDH:12290.0, PDL:11857.75, PMH:12133.0, PML:11912.25",PDH,2022-07-19 14:44:00,2022-07-19 14:46:00,12236.75 @ 2022-07-19 18:48:00,EMA_TRAIL (PROFIT) @ 2022-07-19 14:52:00,WIN
MES,"PDH:3942.0000000000005, PDL:3820.0000000000005, PMH:3894.2500000000005, PML:3839.0000000000005",PDH,2022-07-19 15:02:00,2022-07-19 15:04:00,3935.50 @ 2022-07-19 19:06:00,EMA_TRAIL (LOSS) @ 2022-07-19 15:22:00,LOSS
MES,"PDH:3980.0000000000005, PDL:3868.0000000000005, PMH:3966.0000000000005, PML:3922.5000000000005",PMH,2022-07-20 10:30:00,2022-07-20 10:32:00,3975.25 @ 2022-07-20 14:34:00,SL @ 2022-07-20 14:00:00,LOSS
MNQ,"PDH:12363.0, PDL:11992.5, PMH:12420.0, PML:12236.0",PMH,2022-07-20 09:52:00,2022-07-20 10:22:00,12448.50 @ 2022-07-20 14:24:00,EMA_TRAIL (LOSS) @ 2022-07-20 14:02:00,LOSS
MNQ,"PDH:12363.0, PDL:11992.5, PMH:12420.0, PML:12236.0",PMH,2022-07-20 14:22:00,2022-07-20 14:36:00,12462.00 @ 2022-07-20 18:38:00,EMA_TRAIL (LOSS) @ 2022-07-20 14:54:00,LOSS
MES,"PDH:3980.0000000000005, PDL:3868.0000000000005, PMH:3966.0000000000005, PML:3922.5000000000005",PMH,2022-07-20 15:04:00,2022-07-20 15:12:00,3968.25 @ 2022-07-20 19:14:00,TP @ 2022-07-20 15:28:00,WIN
MES,"PDH:3980.0000000000005, PDL:3868.0000000000005, PMH:3966.0000000000005, PML:3922.5000000000005",PDH,2022-07-20 15:30:00,2022-07-20 15:46:00,3967.50 @ 2022-07-20 19:48:00,EMA_TRAIL (LOSS) @ 2022-07-20 15:54:00,LOSS
MES,"PDH:4020.0000000000005, PDL:3924.7500000000005, PMH:4060.5000000000005, PML:3945.7500000000005",PML,2022-07-21 09:34:00,2022-07-21 10:22:00,3935.00 @ 2022-07-21 14:24:00,SL @ 2022-07-21 10:46:00,LOSS
MNQ,"PDH:12617.0, PDL:12256.0, PMH:12631.5, PML:12405.25",PMH,2022-07-21 14:18:00,2022-07-21 15:02:00,12619.75 @ 2022-07-21 19:04:00,EMA_TRAIL (LOSS) @ 2022-07-21 15:20:00,LOSS
MNQ,"PDH:12617.0, PDL:12256.0, PMH:12631.5, PML:12405.25",PMH,2022-07-21 15:30:00,2022-07-21 15:54:00,12638.00 @ 2022-07-21 19:56:00,TP @ 2022-07-21 16:00:00,WIN
MNQ,"PDH:12732.75, PDL:12373.5, PMH:12692.75, PML:12535.5",PMH,2022-07-22 09:38:00,2022-07-22 09:48:00,12743.25 @ 2022-07-22 13:50:00,EMA_TRAIL (LOSS) @ 2022-07-22 09:54:00,LOSS
MNQ,"PDH:12732.75, PDL:12373.5, PMH:12692.75, PML:12535.5",PML,2022-07-22 14:00:00,2022-07-22 14:02:00,12367.50 @ 2022-07-22 18:04:00,EMA_TRAIL (LOSS) @ 2022-07-22 14:26:00,LOSS
